name,value,label
MLIMGB2XXXX,MLIM,Blackrock Investment Management (uk) Limited
ETPLGB21XXX,ETPL,Aurel Bgc
BZINGB2101H,BZIN,Bzx Investments Ltd
BZINGB21XXX,BZIN,Bzx Investments Ltd
PARBGBL1XXX,PARB,Paribas
EXIKGB21XXX,EXIK,"Export-import Bank Of Korea, The"
SCTLGB21XXX,SCTL,Samena Capital Management Llp
ACPLGB21XXX,ACPL,Arrowgrass Capital Partners Llp
RBCDGB21XXX,RBCD,Rbc Dominion Securities Inc.
GOCCGB21XXX,GOCC,Gordon Capital Corporation
PSCLGB21XXX,PSCL,Phoenix Soft Corp Ltd
ANSUGB21XXX,ANSU,Anz Securities Limited
BSYSGB21XXX,BSYS,Bisys Investment Services
HYVEGB2LKEY,HYVE,Unicredit Bank Ag (hypovereinsbank
SHINGB21XXX,SHIN,Shinsei International Limited
KYGRGB21XXX,KYGR,The Kyte Group Limited
MAEQGB21XXX,MAEQ,Macquarie Capital (europe) Limited
MAPUGB21XXX,MAPU,Macquarie Capital (europe) Limited
LCMLGB21XXX,LCML,Louis Capital Markets Uk Llp
IGMLGB21001,IGML,London Branch
IGMLGB21XXX,IGML,Ig Markets
FFTWGB2LXXX,FFTW,Fischer Francis Trees And Watts
DSETGB21XXX,DSET,Carnegie Investment Bank Ab
IFXGGB21XXX,IFXG,Ifxbg Limited
EFESGB21XXX,EFES,Eurobank Securities S.a.
SUCEGB21XXX,SUCE,Sucden (uk) Ltd.
COUTGB31XXX,COUT,Coutts And Company
CPTIGB21XXX,CPTI,Rv Capital B.v.
LOYDGB21002,LOYD,North Street Brighton-309125
LOYDGB21003,LOYD,Colmore Row Birmingham-300003
LOYDGB21004,LOYD,King Street Manchester
LOYDGB21005,LOYD,Banbury (309042
LOYDGB21006,LOYD,London Oxford Street 113-117 (309871
LOYDGB21007,LOYD,Park Row Leeds-300005
LOYDGB21008,LOYD,Worldwide Services-301996
LOYDGB21009,LOYD,Fenchurch Street-309323
LOYDGB21010,LOYD,White Hart St High Wycombe (309428
LOYDGB21011,LOYD,Market Place Reading-309696
LOYDGB21012,LOYD,"Pall Mall, St. James's-300008"
LOYDGB21013,LOYD,Threadneedle Street-300009
LOYDGB21014,LOYD,Piccadilly-309624
LOYDGB21015,LOYD,177-179 High Street Orpington
LOYDGB21016,LOYD,Hustlergate Bradford-309112
LOYDGB21017,LOYD,Corn Street Bristol (300001
LOYDGB21018,LOYD,University Of Cambridge (309156
LOYDGB21019,LOYD,Law Courts-300004
LOYDGB21020,LOYD,Grey Street Newcastle-upon-tyne-309371
LOYDGB21021,LOYD,"Orchard Brae, Edinburgh"
ENIGGB21XXX,ENIG,Enigma Securities Llp
ADVCGB21XXX,ADVC,Advicorp Plc
BUTBGB21XXX,BUTB,Dolmen Butler Briscoe
EDSOGB21XXX,EDSO,A G Edwards And Sons (uk) Ltd
TOCUGB21XXX,TOCU,6towns Credit Union
NATXGB2LXXX,NATX,Natixis (formerly Natexis Banques Populaires
AAPEGB21XXX,AAPE,Aac Capital Partners Limited
BEECGB21XXX,BEEC,A.m. Best Europerating Services Limited
SHEMGB21XXX,SHEM,4 Shires Asset Management Ltd
IIIGGB22XXX,IIIG,3i Investments Plc
TGCLGB21XXX,TGCL,2cg Limited
CYCRGB21022,CYCR,Harringay Branch
CYCRGB21XXX,CYCR,Newington Causeway Branch
SLIIGB2LPBR,SLII,Lbie Prime Broker
ABPIGB21XXX,ABPI,Aberdeen Property Investors
APILGB21XXX,APIL,Aberdeen Private Investors Limited
RPUTGB21XXX,RPUT,Aberdeen Estate Managers Limited
ABSNGB21XXX,ABSN,Aberdeen Asset Managers Limited
DAMEGB21XXX,DAME,Aberdeen Asset Management Life And Pensions Limited
DAMIGB21XXX,DAMI,Aberdeen Asset Management Investment Services Limited
AAPUGB21XXX,AAPU,Abbotstone Agricultural Property Unit Trust
ABOTGB21XXX,ABOT,Abbot Investment Management Limited
CIDEGB21ABB,CIDE,"Abbey Stockbrokers, Billericay"
CIDEGB21SEB,CIDE,Stock Exchange Business
CIDEGB21XXX,CIDE,Abbey Stockbrokers Limited
ABBEGB21XXX,ABBE,Abbey Life
ANPIGB21XXX,ANPI,Abbey National Pep And Isa Managers Limited
ABUSGB21XXX,ABUS,Abacus
FTSBGB2LXXX,FTSB,Abn Amro Bank N.v. Uk Branch (formely Known As Fortis Bank (nederland) N.v. London
ABMNGB21XXX,ABMN,Abingworth Management Limited
ABECGB21XXX,ABEC,Abg Sundal Collier Limited
AURMGB21XXX,AURM,Aberforth Unit Trust Managers Limited
ACFLGB21XXX,ACFL,Abil Corporation Finance Llp
ABFNGB21XXX,ABFN,Abide Financial Ltd
ABUTGB21XXX,ABUT,Aberforth Partners Llp
AUTSGB21XXX,AUTS,Aberdeen Unit Trust Managers Limited
ACGMGB21XXX,ACGM,Ac Global Markets
AAQIGB21XXX,AAQI,Abn Amro Quoted Investments (uk) Limited
APFMGB21XXX,APFM,Abtrust Pointon Fund Managers Ltd
ABAZGB21XXX,ABAZ,Abn Amro Mezzanine (uk) Limited
AAHOGB21XXX,AAHO,Abn Amro Hoare Govett Securities
AAOGGB21XXX,AAOG,Abn Amro Hoare Govett Limited
AAHVGB21XXX,AAHV,Abn Amro Hoare Govett Corporate Finance Ltd.
AAFMGB21XXX,AAFM,Abn Amro Fund Managers Limited
AACNGB21XXX,AACN,Abn Amro Corporate Finance Limited
MEESGB21XXX,MEES,"Abn Amro Clearing Bank N.v., London Branch(formely Known As Fortis Bank Global Clearing N.v."
ACUEGB21XXX,ACUE,Acumen Bank Ltd
ELQMGB21XXX,ELQM,Acuity Capital Management Limited
ACTUGB22BAW,ACTU,Actuare Interconnect Services
ACTUGB22BDL,ACTU,Actuare Interconnect Services
ACTUGB22BKD,ACTU,Actuare Interconnect Services
ACTUGB22CAM,ACTU,Actuare Interconnect Services
ACTUGB22CAP,ACTU,Actuare Interconnect Services
ACTUGB22CBC,ACTU,Actuare Interconnect Services
ACTUGB22CFS,ACTU,Actuare Interconnect Services
ACTUGB22COF,ACTU,Actuare Interconnect Services
ACTUGB22GJB,ACTU,Actuare Interconnect Services
ACTUGB22NIM,ACTU,Actuare Interconnect Services
ACTUGB22PAM,ACTU,Actuare Interconnect Services
ACTUGB22PFS,ACTU,Actuare Interconnect Services
ACTUGB22SLI,ACTU,Actuare Interconnect Services
ACTUGB22TNI,ACTU,Actuare Interconnect Services
ACTUGB22XXX,ACTU,Actuare Limited
ACTDGB21XXX,ACTD,Activtrades Plc
ACVAGB21XXX,ACVA,Active Value Advisors Ltd
ACGRGB21XXX,ACGR,Actinvest Group Limited
ACCPGB21XXX,ACCP,Actinvest Corporation Limited
ACEGGB22XXX,ACEG,Ace European Group Ltd
ACMAGB21XXX,ACMA,Act Management Limited
ACINGB21XXX,ACIN,Acm Investments Limited
ADTBGB21XXX,ADTB,Advance Trading (branch) Limited
ADTAGB21XXX,ADTA,Advance Trading (arbitrage) Limited
AMMLGB21XXX,AMML,Adg Market Making Llp
ADCPGB21XXX,ADCP,Adelphi Capital Management Limited
AISIGB21001,AISI,Adm Investor Services International Limited
AISIGB21XXX,AISI,Adm Investor Services International Limited
ACNPGB21XXX,ACNP,Adg Capital Management Llp
ADPLGB21XXX,ADPL,Adelphi Capital Llp
ADPAGB21XXX,ADPA,Add Partners Limited
ADSMGB21XXX,ADSM,Adam Smith Limited
ACIMGB21XXX,ACIM,Adam And Company Investment Management Limited
ADASGB21XXX,ADAS,Adams P T
AEAGGB21XXX,AEAG,Aegon Asset Management Uk Plc
AECSGB21XXX,AECS,Aegis Corporate Strategy Ltd
AEIEGB21XXX,AEIE,Aea Investors (uk) Ltd
ADFCGB21XXX,ADFC,Advising Financial Company Ltd
ADVTGB21XXX,ADVT,Advent Limited
ADVIGB21XXX,ADVI,Advent International Public Limited Company
ADCIGB21XXX,ADCI,Advantage Capital Limited
ADMNGB21XXX,ADMN,Advanced Marketing On The Internet Ltd
ADTOGB21XXX,ADTO,Advance Trading (options) Limited
AIFEGB21XXX,AIFE,Aig Financial Securities (uk) Ltd
AICPGB21XXX,AICP,Aig Capital Partners (uk) Limited
AIEUGB21XXX,AIEU,Aig Asset Management (europe) Ltd
AGCFGB21XXX,AGCF,Agi Corporate Finance Limited
AFROGB2LXXX,AFRO,Afro International (uk) Limited
AFREGB2LXXX,AFRE,Afren Plc
AFRXGB21XXX,AFRX,Afriexchange Limited
AFIMGB21XXX,AFIM,Afim Limited
AFWAGB21XXX,AFWA,Afh Wealth Management
AEFNGB21XXX,AEFN,Aerion Fund Management Limited
AEIVGB21XXX,AEIV,Aequilibrium Investments Limited
AEFMGB21XXX,AEFM,Aegon Fund Management Uk Limited
ACMPGB21XXX,ACMP,Aladdin Capital Management Uk Llp
AKCLGB21XXX,AKCL,Ako Capital Llp
AJINGB21XXX,AJIN,Ajg Investments Ltd.
ATKCGB21XXX,ATKC,Aitken Campbell
AUTEGB21XXX,AUTE,Airways Unit Trust Managers Ltd
AIGDGB21XXX,AIGD,Aim Global Advisors Ltd
AITRGB21XXX,AITR,Aig Trading Limited
AIGOGB21XXX,AIGO,Aig Investments Europe Limited
AILPGB21XXX,AILP,Algebris Investments (uk) Llp
ALPQGB21XXX,ALPQ,Albemarle Private Equity Limited
ABSIGB21XXX,ABSI,Alex Brown And Sons Investments Ltd
ALFRGB21XXX,ALFR,Alfred Berg Uk Limited
ALSCGB21XXX,ALSC,"Alfa Capital Holdings (cyprus) Limited, London Branch"
ALDSGB21XXX,ALDS,Alexander David Securities Limited
ASCFGB21XXX,ASCF,Aldwych Administration Services Limited
ALISGB21XXX,ALIS,Alderton Financial Services Ltd
ALFCGB21XXX,ALFC,Alderton Financial Services Limited
AIALGB21XXX,AIAL,Aldersgate Investment Managers Llp
AGLTGB21XXX,AGLT,Aldersgate Global Trading Limited
AGIMGB21XXX,AGIM,Aldersgate Global Investments Limit
ALXEGB21XXX,ALXE,Alexander Securities Limited
ALDBGB2PXXX,ALDB,Aldermore Bank
ALIGGB21XXX,ALIG,Alder Investment Management Ltd
ALWIGB21XXX,ALWI,Albrecht Von Witzleben
ASOLGB21XXX,ASOL,Alchemy Special Opportunities Llp
ALBDGB21XXX,ALBD,Alberdale And Co Limited Partnership
ALOIGB21XXX,ALOI,Albion Oil Ltd
ALPTGB21XXX,ALPT,Albourne Partners Limited
ALIPGB21XXX,ALIP,All Ipo Plc
ALLHGB21XXX,ALLH,Alliance And Leicester Sharesafe Limited
ALFNGB21XXX,ALFN,Allco Finance (uk) Limited
AANLGB21XXX,AANL,Alken Asset Management
ALGNGB21XXX,ALGN,Algoengineering
ALGOGB21XXX,ALGO,Algometrics Limited
CLCGGB21XXX,CLCG,Algo Capital Management Limited
ALTLGB21XXX,ALTL,Alma Capital Limited
ALPUGB21XXX,ALPU,Allied Provincial Securities Limited
ACTEGB21XXX,ACTE,Alloy Capital Trust And Credit Union
AIBKGB41UND,AIBK,"Allied Irish Banks, P.l.c."
AIBKGB41XXX,AIBK,"Allied Irish Banks, P.l.c."
AIBKGB2LSDV,AIBK,E Channel And Payments
ABCMGB21XXX,ABCM,Allied Bank Philippines (uk) Plc
ALGIGB21XXX,ALGI,Allianz Global Investors (uk) Limited
ALLCGB21XXX,ALLC,Alliancebernstein Limited
ALUTGB21XXX,ALUT,Alliance And Leicester Unit Trust Managers Limited
ALCWGB21XXX,ALCW,Alliancebernstein Fixed Income Limited
ALLIGB21XXX,ALLI,Alliance Trust Plc
ALVMGB21XXX,ALVM,Alliance Trust Equity Partners
ALAOGB21XXX,ALAO,Alliance Asset Allocation Limited
ALMSGB21XXX,ALMS,Almadies Bank Uk Limited
PRFAGB21XXX,PRFA,Am Wind-up Limited
APCFGB21ABS,APCF,Agency Business
APCFGB21XXX,APCF,Altium Capital Limited
ALUSGB21AAA,ALUS,Altus Limited
ALUSGB21AAB,ALUS,Altus Limited
ALUSGB21AAC,ALUS,Altus Limited
ALUSGB21XXX,ALUS,Altus Limited
ALAIGB21XXX,ALAI,Altius Associates Limited
AMCPGB21XXX,AMCP,Amadeus Capital Partners Limited
ALTCGB21XXX,ALTC,Altus Investment Management Limited
ALWEGB21XXX,ALWE,Altana Wealth Limited
ALREGB21XXX,ALRE,Alternet (uk) Limited
APALGB21XXX,APAL,Altima Partners Llp
ALEAGB21XXX,ALEA,Alta Berkeley Associates Limited
ALVAGB21XXX,ALVA,Alpha Value Management (uk) Ltd
ALADGB21XXX,ALAD,Alta Advisers Limited
ALNMGB21XXX,ALNM,Alpha Investment Management Limited
ALITGB21XXX,ALIT,Alpha Investment Management (uk) Limited
ALBMGB21XXX,ALBM,Alpha Brokers (metals) Limited
ALLPGB21XXX,ALLP,Alpcapital Limited
ALCNGB21XXX,ALCN,Alnista Limited
AFXLGB21XXX,AFXL,Alpari (uk) Limited
AISCGB21XXX,AISC,Almadies Insurance Services Company Ltd
AMEOGB21XXX,AMEO,American Equities Overseas (u.k.) Limited
AEAAGB21XXX,AEAA,American Express Asset Management International
AMPEGB21XXX,AMPE,Amerex Petroleum (uk) Limited
AMFRGB21XXX,AMFR,Amerex Futures Limited
FCCPGB21XXX,FCCP,Ambix Capital Llp
AMPRGB21XXX,AMPR,Ambrian Partners Limited
AMCRGB21XXX,AMCR,Ambac Credit Products Limited
AMGNGB21XXX,AMGN,Amati Global Investors Limited
AMAAGB21XXX,AMAA,Amam Limited
ANCPGB21XXX,ANCP,Anchorage Capital Partners Limited
AMMTGB21XXX,AMMT,Amalgamated Metal Trading Limited
ANCLGB21XXX,ANCL,Anavon Capital Llp
AMFTGB21XXX,AMFT,Amt Futures Limited
ASFEGB21XXX,ASFE,Amsteel Securities (far East) Ltd
AMLNGB2LXXX,AMLN,Amlin Corporate Services Limited
AMILGB21XXX,AMIL,Amikon Investment Limited
AMELGB21XXX,AMEL,Amias Berman And Co Llp
AMPPGB21XXX,AMPP,Amiya Capital Llp
AMAVGB21XXX,AMAV,Amerindo Advisors (uk) Ltd
AEANGB21XXX,AEAN,American Express Asset Management Limited
AOCMGB21XXX,AOCM,Aon Capital Markets Limited
ANPAGB21XXX,ANPA,Anvil Partners
AOADGB21XXX,AOAD,Aon Advisors (uk) Ltd
ANACGB2LXXX,ANAC,Anglo American Capital Plc
AICFGB21XXX,AICF,Anglo And International Corporate Finance Limited
ANFDGB21XXX,ANFD,Anglesea Funding Plc
ANFUGB21XXX,ANFU,Andrew Futures Limited
ANQUGB21XXX,ANQU,Anderson Quantrend Limited
ACIGGB21XXX,ACIG,Andersen Charnley Investment Management Limited
AUTTGB21XXX,AUTT,Arbuthnot Unit Trust Management Limited
ALESGB31AGY,ALES,Agency Trading Branch
ALESGB31MKT,ALES,Market Making Trading Branch
ALESGB31XXX,ALES,Arbuthnot Securities Limited
ARFMGB21XXX,ARFM,Arbuthnot Fund Managers Limited
ARRTGB21XXX,ARRT,Arbor Research And Trading Ltd.
ABTDGB21001,ABTD,Arbitrade Uk Limited
ABTDGB21XXX,ABTD,Arbitrade Uk Limited
AQXEGB21XXX,AQXE,Aquis Exchange Limited
APPVGB21XXX,APPV,Apax Partners Uk Ltd
APEMGB21XXX,APEM,Apax Partners Europe Managers Ltd
APSIGB21XXX,APSI,Apax Partners And Co Strategic Investors Ltd
AUTAGB21XXX,AUTA,Apam Unit Trust Managers Ltd.
AONPGB2LXXX,AONP,Aon Plc
ARRRGB2100A,ARRR,Arden Partners Plc
ARRRGB21CTM,ARRR,Arden Partners Plc
ARRRGB21XXX,ARRR,Arden Partners Plc
ARIVGB21XXX,ARIV,Arcus Investment Limited
ARCAGB21XXX,ARCA,Arcis Capital Limited
ARCPGB21XXX,ARCP,Archstone Capital Limited
ARMMGB21XXX,ARMM,Architas Multi Manager Ltd
ARPEGB21XXX,ARPE,Arcadia Petroleum Limited
AREGGB21XXX,AREG,Arcanum Asset Management Ltd
ARNMGB21XXX,ARNM,Arcanum Investment Management Ltd
ARDRGB21XXX,ARDR,Arc Derivatives Ll
ARPTGB21XXX,ARPT,Arc Partners Limited
ARIEGB21XXX,ARIE,Ariel (uk) Limited
ARAGGB21XXX,ARAG,Arc Asset Management Limited
ARFLGB21XXX,ARFL,Arian Financial Llp
ARIMGB21XXX,ARIM,Argyll Investment Management Ltd
ARIAGB21XXX,ARIA,Argyle Investment Advisors Limited
ACRLGB21XXX,ACRL,Argonaut Capital Partners Llp
ARTPGB21XXX,ARTP,Argo Traders Llp
ARPCGB21XXX,ARPC,Argentia Pension Consultants Limited
ARREGB21XXX,ARRE,Arete Research Limited
ARDVGB2LXXX,ARDV,Aim/poms Service
ARNTGB21XXX,ARNT,Arnold Stansby And Company
ARBEGB21XXX,ARBE,Arnhold And S Bleichroeder Uk Ltd
ARTRGB21XXX,ARTR,Armajaro Trading Limited
LIRMGB21XXX,LIRM,Arlington Group Asset Management Limited
ARCIGB21XXX,ARCI,Arm Corporate Finance Limited
ARSUGB21XXX,ARSU,Armajaro Securities Limited
ARCNGB21XXX,ARCN,Arlington Capital Investors Limited
ARANGB21XXX,ARAN,Ark Asset Management Limited
ARJEGB21XXX,ARJE,Arjent Limited
ASEEGB21XXX,ASEE,Ascension Securities Limited
ARINGB21XXX,ARIN,Ariki Investments Ltd.
ALIEGB21XXX,ALIE,Asahi Life Investment Europe Ltd
ASFAGB21XXX,ASFA,Asahi Finance (uk) Ltd.
ARKIGB21XXX,ARKI,Arkios Limited
ARPPGB21XXX,ARPP,Arunvill Capital Uk Limited
AUTRGB21XXX,AUTR,Artemis Unit Trust Managers Limited
ARIGGB21XXX,ARIG,Artemis Investment Management Limited
ARFAGB21XXX,ARFA,Artemis Fund Managers Limited
AROMGB21XXX,AROM,Arosmaizels Limited
ARSTGB21XXX,ARST,Aros Securities Ltd
AFEIGB21XXX,AFEI,"Associated Foreign Exchange, Ltd."
IGAMGB21XXX,IGAM,Asset Value Investors
ASAIGB21XXX,ASAI,Asset Alliance International (uk) Limited
ASBAGB21XXX,ASBA,Asset Backed Capital Limited
ASCAGB21XXX,ASCA,Aspect Capital Limited
ASEQGB21XXX,ASEQ,Asia Equity (uk) Limited
ASBRGB21XXX,ASBR,Asian-british Bank Plc
ASOBGB21XXX,ASOB,Aspen Oil (broking) Limited
ASMCGB21XXX,ASMC,Ashurst Llp
ASINGB21XXX,ASIN,Ashmore Investment Management Ltd
ASAMGB21XXX,ASAM,Ashcourt Asset Management Limited
ATTPGB21XXX,ATTP,Atlantic Trading Llp
ATRDGB21XXX,ATRD,Atlantic Trading Indexes Llp
ATEPGB21XXX,ATEP,Atlantic Equities Llp
ACMRGB21XXX,ACMR,Atlantic Capital Management Partners
ATFMGB21XXX,ATFM,Athos Fund Management Limited
ATCEGB21XXX,ATCE,Atc Clearing Services Ltd.
ACPPGB21XXX,ACPP,Astellon Capital Partners Llp
COSYGB21001,COSY,Astaire Securities (asts
COSYGB21XXX,COSY,Astaire Securities (asts
ASSCGB21XXX,ASSC,Associates Capital Corporation Limited
AVGSGB21XXX,AVGS,Aviate Global (asia) Limited
AEMLGB21XXX,AEML,Avenue Europe Management Llp
AUSCGB21XXX,AUSC,Automat Securities Limited
AVAMGB21XXX,AVAM,Avebury Asset Management Limited
AUFUGB21XXX,AUFU,Aurum Funds Limited
AUAUGB21MDB,AUAU,Autonomous Llp
AUAUGB21XXX,AUAU,Autonomous Llp
AOFGGB21XXX,AOFG,Atlas One Financial Group Ltd
ATIAGB21XXX,ATIA,Atlantis Investment Management Ltd
IPPMGB21XXX,IPPM,Atlantic Wealth Management Limited
ATAPGB21XXX,ATAP,Atlantic-pacific Capital Limited
FITSGB21XXX,FITS,Axa Framlington Investment Trust Services Limited
AVBIGB21XXX,AVBI,Avlar Bioventures Ltd
NUPSGB21XXX,NUPS,Aviva Investors Uk Funds Limited
ATCPGB21XXX,ATCP,Atlas Capital Limited
NUCIGB21XXX,NUCI,Aviva Investors Uk Fund Services Limited
MOPPGB21XXX,MOPP,Aviva Investors Pensions Limited
COUMGB21XXX,COUM,Aviva Investors Holdings Limited
MOFRGB21XXX,MOFR,Aviva Investors Fund Services Limited
COUAGB21XXX,COUA,Aviva International Insurance Limited
AVGLGB21XXX,AVGL,Aviate Global Llp
AIMLGB21XXX,AIML,Axa Investment Managers Gs Limited
CAFPGB21XXX,CAFP,Axis Partners Limited
ROMOGB21XXX,ROMO,Axion Recycling Ltd.
AXCAGB21XXX,AXCA,Axent Capital Limited
AXMLGB21XXX,AXML,Axa Multimanager Limited
AXIAGB21XXX,AXIA,Axa Investment Managers Uk Limited
AXAMGB21XXX,AXAM,Axa Investment Managers Uk Ltd
SUNAGB21XXX,SUNA,Axa Investment Managers Uk Holdings Limited
LHIMGB21XXX,LHIM,Baa Lynton Management Limited
AXFMGB21XXX,AXFM,Axa Fund Managers Ltd
AFUMGB21XXX,AFUM,Axa Framlington Unit Management Limited
FOIGGB21XXX,FOIG,Axa Framlington Overseas Investment Management Limited
BABWGB21XXX,BABW,Babcock And Brown Limited
BAAIGB21XXX,BAAI,Ba Capital Advisors Limited
BIITGB21XXX,BIIT,B.p.l. International (uk) Limited
BATSGB2LGBB,BATS,B.a.t. International Finance P.l.c.
BATSGB2LMYA,BATS,B.a.t. International Finance P.l.c.
BATSGB2LMYB,BATS,B.a.t. International Finance P.l.c.
BATSGB2LMYC,BATS,B.a.t. International Finance P.l.c.
BATSGB2LXXX,BATS,B.a.t. International Finance P.l.c.
JOIAGB21XXX,JOIA,B Johnson International Advisors Ltd
UTMCGB21XXX,UTMC,B And C E Unit Trust Management Company Limited
KAPAGB21XXX,KAPA,B G Kapital Partners Limited
AZLOGB21XXX,AZLO,Azlan Logistics Limited
BAINGB21XXX,BAIN,Bain Securities Limited
BAAVGB21XXX,BAAV,Bain And Company Holdings Limited
BGSMGB21XXX,BGSM,Baillie Gifford Savings Management Limited
BAGVGB21XXX,BAGV,Baillie Gifford Overseas Ltd
BAGLGB21XXX,BAGL,Baillie Gifford Life Limited
BAGIGB21XXX,BAGI,Baillie Gifford And Co.
BAGCGB21XXX,BAGC,Baillie Gifford And Company Limited
BSPUGB21XXX,BSPU,Bae Systems Pension Funds Investment Management Limited
DSCDGB21XXX,DSCD,Babson Capital Europe Limited
BAEYGB2LXXX,BAEY,Bae Systems Plc
BOBNGB21XXX,BOBN,Banc One Brokerage International Corporation
BARFGB21XXX,BARF,Bancroft Uk Limited
BAFCGB21XXX,BAFC,Banc Of America Futures Incorporated
BKLGGB21XXX,BKLG,Baikal Global Limited
BAFSGB21XXX,BAFS,Baltic Asset Management Limited
BAASGB21XXX,BAAS,Ballard Campbell And Partners Limited
BAOGGB21XXX,BAOG,Ballance Overseas Managment Limited
BAPTGB21XXX,BAPT,Balfour Capital Limited
BSCEGB21XXX,BSCE,Baker Steel Capital Managers Llp
GBCPGB21XXX,GBCP,Baird Capital Partners Europe Limited
BNYMGB21XXX,BNYM,"Bank Of New York Mellon Sa/nv, London Branch"
BIGTGB2XXXX,BIGT,Bank Of Ireland Uk Treasury
BOFIGB3LXXX,BOFI,Bank Of Ireland First Currency Services
BOFIGB22XXX,BOFI,Bank Of Ireland Trade Finance Belfast
FKBKGB21XXX,FKBK,"Bank Of Fukuoka Ltd., The, London Branch"
BCYPGB2LXXX,BCYP,Bank Of Cyprus Uk
BOFAGB3STRS,BOFA,Treasury
BOFAGB4TCDY,BOFA,Global Custody And Agency Services (gmip
BOCIGB21XXX,BOCI,Bank Of China International (uk) Limited
BOFAGB2UEQU,BOFA,Bail Equities Trading
MOARGB21XXX,MOAR,Bank Monarch Ltd
LABUGB21XXX,LABU,Bank Labouchere Nv
BPRVGB31XXX,BPRV,Bandenia Banca Privada Plc
MOIVGB21XXX,MOIV,Banque Montgomery D' Investissement
MEDUGB21XXX,MEDU,"Banque De La Mediterranee (uk), Ltd."
BSRVGB22XXX,BSRV,Bankserv International Ltd.
BATNGB21XXX,BATN,Bankers Trust Investments Limited
BOCKGB21XXX,BOCK,Bank One Europe Limited
HAMAGB21XXX,HAMA,"Bank Of Yokohama Ltd., The, London Branch"
BKTWGB2LXXX,BKTW,"Bank Of Taiwan, London Branch"
TOKMGB21XXX,TOKM,Bank Of Tokyo-mitsubishi (europe) Ltd
BZRLGB21XXX,BZRL,Barclays Capital Research Ltd
BZPEGB21XXX,BZPE,Barclays Capital Private Equity Limited
BZPMGB21XXX,BZPM,Barclays Capital Portfolio Management
BARCGB33BFS,BARC,Fund Manager
BARCGB2107W,BARC,Wimbledon
BARCGB2103N,BARC,"Barclays Bank Plc, Cardiff West Group Of Branches"
BARCGBF1XXX,BARC,Barclays Bank Plc (bgis
BAADGB21XXX,BAAD,Barchester Group Limited
BARCGB91XXX,BARC,Barclays Bank Africa
BASBGB21XXX,BASB,Barclays Stockbrokers (bacs) Ltd.
BADCGB21XXX,BADC,Barclays Private Equity Limited
BARCGB210GW,BARC,"Barclays Bank Plc, New Forest Group Of Branches"
BARCGB2103L,BARC,"Barclays Bank Plc, City Of Cardiff Group Of Branches"
BARCGB51XXX,BARC,Barclays Nominees
BPBLGB21XXX,BPBL,Barclays Private Bank
BAETGB21XXX,BAET,Barclays Metals Limited
BARCGBT1XXX,BARC,Barclays Mercantile Credit
MLCCGB21XXX,MLCC,Barclays Mercantile Business Finance Limited
BARCGB31XXX,BARC,Barclays Global Securities Services
BARCGBN1XXX,BARC,Barclays Capital Securities Limited
BSBLGB21XXX,BSBL,Baring Sterling Bonds
BPIMGB21XXX,BPIM,Baring Private Investment Management Ltd
BPEPGB21XXX,BPEP,Baring Private Equity Partners Ltd.
BIIAGB21XXX,BIIA,Baring International Investment Limited
BATVGB21XXX,BATV,Baring International Investment Management Ltd
BHSIGB21XXX,BHSI,Baring Houston And Saunders Investment Man
BAPHGB21XXX,BAPH,Barcroft Partnership Ltd
BABNGB21XXX,BABN,Baring Brothers International Ltd
BUCPGB21XXX,BUCP,Barclays Unicorn Capital
BARKGB21XXX,BARK,Barclays Stockbrokers Ltd.
WEFIGB21XXX,WEFI,Basinghall Finance Plc
BAHCGB21XXX,BAHC,Barum House Securities Ltd
BAFGGB21XXX,BAFG,Baring Fund Managers Limited
BAHIGB21XXX,BAHI,Barrie And Hibbert Limited
BCOKGB21XXX,BCOK,Barratt And Cooke Limited
BAVCGB21XXX,BAVC,Baronsmead Vcts
BAFVGB21XXX,BAFV,Barons Financial Services (uk) Ltd
BWIPGB21XXX,BWIP,Barnett Waddingham Investments Llp
BADLGB21XXX,BADL,Barnes Derivatives Limited
BALOGB21XXX,BALO,Barings London (portugal
BBSSGB2LXXX,BBSS,Bb Securities Limited
PANTGB21XXX,PANT,Bc Partners Limited
ASMNGB21XXX,ASMN,Bc Asset Management Limited
BBYOGB21XXX,BBYO,Bby (australia) Limited
BBLSGB21XXX,BBLS,Bbv Latinvest Securities Limited
BLIMGB21XXX,BLIM,Bbv Latinvest Investment Management Limited
BBSUGB21XXX,BBSU,Bbv Securities Limited
BAPNGB21XXX,BAPN,Bayard Partners Ltd
BSITGB21XXX,BSIT,Bear Stearns International Trading Ltd.
BBCCGB2LWWS,BBCC,Sap
BBCCGB2LXXX,BBCC,Bbc Commercial Holdings Ltd
BECGGB21XXX,BECG,Beaghton Capital Management Limited
BATDGB21XXX,BATD,Bats Trading Limited
BECTGB21XXX,BECT,Beach Capital Management Limited
BIBSGB21XXX,BIBS,Bath Investment And Building Society
BDIMGB21XXX,BDIM,Bdt Investment Management Limited
BSHIGB21XXX,BSHI,Bdo Stoy Hayward Investment Management Ltd
BDCFGB21XXX,BDCF,Bdc Corporate Finance Limited
BCBGGB21XXX,BCBG,Bcs Prime Brokerage Ltd
BMPLGB21XXX,BMPL,Bcm Partners Llp
FUMGGB21XXX,FUMG,Bce Fund Managers Limited
BLBKGB21023,BLBK,Beneficial Limited
